RKY,DOA,TOA,LOCAT,TYPE,ACTION,NUV,NOI,PED,BIKE,MC,MOPED,TRAIN,TRUCK,BUS,FID
B2-097238,2012/10/08 00:00:00+00,1327,"N 48,MADISON to ST PAUL",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6359
B2-099526,2012/10/15 00:00:00+00,1236,"W O,W 22 to HOMESTEAD",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,NO,NO,6360
B2-098131,2012/10/11 00:00:00+00,701,"N 56,AYLESWORTH to MARTIN",INJURY,OTHER,1,1,NO,YES,NO,NO,NO,YES,NO,6361
B2-098898,2012/10/13 00:00:00+00,1033,"S 17,GARFIELD to SUMNER",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,6362
B2-097261,2012/10/08 00:00:00+00,1450,"N 27,FAIRFIELD to KNOX",INJURY,REAR END,3,2,NO,NO,NO,NO,NO,YES,NO,6363
B2-099531,2012/10/15 00:00:00+00,1250,"N 2,R to S",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,YES,6364
B2-098158,2012/10/11 00:00:00+00,920,"PORTIA,ADAMS to KNOX",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,6365
B2-098902,2012/10/13 00:00:00+00,1047,N 56 at ADAMS,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,NO,NO,6366
B2-097269,2012/10/08 00:00:00+00,1520,"S 48,BRYSON to C",INJURY,REAR END,3,2,NO,NO,NO,NO,NO,YES,NO,6367
B2-099536,2012/10/15 00:00:00+00,1255,N 51 at GREENWOOD,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,6368
B2-098202,2012/10/11 00:00:00+00,1213,"S 56,LOWELL to PRESCOTT",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6369
B2-098913,2012/10/13 00:00:00+00,1128,31 at O,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,6370
B2-097282,2012/10/08 00:00:00+00,1555,"PINE LAKE,S 45 to BEAVER CREEK LN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6371
B2-099571,2012/10/15 00:00:00+00,800,"N 26,T to U",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6372
B2-098212,2012/10/11 00:00:00+00,1245,"N 12,P to Q",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,6373
B2-099614,2012/10/15 00:00:00+00,620,"S 8,PARK AV to SOUTH",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6374
B2-098916,2012/10/13 00:00:00+00,9999,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6375
B2-097316,2012/10/08 00:00:00+00,1725,N 14 at SUPERIOR,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,6376
B2-098215,2012/10/11 00:00:00+00,1250,S 16 at K,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,6377
B2-097346,2012/10/08 00:00:00+00,1825,40 at O,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6378
B2-098923,2012/10/13 00:00:00+00,1155,LEWIS at GROVELAND,INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,6379
B2-099619,2012/10/15 00:00:00+00,1646,N 33 at HOLDREGE,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,6380
B2-098244,2012/10/11 00:00:00+00,1434,56 at O,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,6381
B2-097367,2012/10/08 00:00:00+00,1855,"COTTONWOOD,S HAZELWOOD to SANDALWOOD",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6382
B2-099621,2012/10/15 00:00:00+00,1656,S 16 at D,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,6383
B2-098927,2012/10/13 00:00:00+00,9999,4700 N 27 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,6384
B2-097399,2012/10/08 00:00:00+00,2040,"O,32 to 33",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,6385
B2-099624,2012/10/15 00:00:00+00,1655,"O,42 to 44",INJURY,DRIVEWAY,2,1,NO,NO,YES,NO,NO,NO,NO,6386
B2-098930,2012/10/13 00:00:00+00,1218,16 at O,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,6387
B2-097418,2012/10/08 00:00:00+00,2115,N 10 at SUN VALLEY,NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,6388
B2-099631,2012/10/15 00:00:00+00,1719,"PINE LAKE,S 61 to S 66",INJURY,REAR END,2,3,NO,NO,NO,NO,NO,NO,NO,6389
B2-098937,2012/10/13 00:00:00+00,1240,"S 11,E to F",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,6390
B2-097482,2012/10/09 00:00:00+00,735,"ADAMS,N 36 to N 38",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,6391
B2-099632,2012/10/15 00:00:00+00,1721,"A,KINGSTON to S 70",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,6392
B2-098959,2012/10/10 00:00:00+00,1630,1621 M at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,6393
B2-099779,2012/10/16 00:00:00+00,999,"W O,W ROUNDHOUSE to SUN VALLEY",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,6394
B2-097488,2012/10/09 00:00:00+00,759,"O,50 to 52",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,6395
B2-097501,2012/10/07 00:00:00+00,1540,N 46 at MADISON,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,6396
B2-099784,2012/10/16 00:00:00+00,9999,8033 S 15 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,6397
B2-097503,2012/10/09 00:00:00+00,855,"A,CRESTLINE to S 58",NON-INJ H&R,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,6398
B2-099793,2012/10/16 00:00:00+00,913,"N 70,O to P",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6399
B2-097515,2012/10/09 00:00:00+00,945,"S 56,SAYLOR to SOUTH",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,6400
B2-101160,2012/10/20 00:00:00+00,1405,"N 27,ENTERPRISE to FLETCHER",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,NO,NO,6401
B2-104098,2012/10/29 00:00:00+00,1706,"CORNHUSKER,N 48 to SUPERIOR",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6402
B2-101932,2012/10/22 00:00:00+00,2040,"FAIRFIELD,N 22 to N 25",INJURY,HEAD ON,2,3,NO,NO,NO,NO,NO,NO,NO,6403
B2-101219,2012/10/20 00:00:00+00,1745,"CAPITOL PKWY,D to S 27",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6404
B2-104113,2012/10/29 00:00:00+00,1800,"OLD CHENEY,HUNTS DR to LIMESTONE",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,6405
B2-101984,2012/10/23 00:00:00+00,655,"S 56,LOWELL to PIONEERS",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,6406
B2-101220,2012/10/20 00:00:00+00,1757,"N 48,CLEVELAND to MADISON",INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,6407
B2-104131,2012/10/29 00:00:00+00,1813,S 25 at OLD CHENEY,NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,YES,NO,6408
B2-101225,2012/10/20 00:00:00+00,1500,"N 7,P to Q",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6409
B2-101985,2012/10/23 00:00:00+00,701,"S 27,JAMESON NORTH to TIERRA",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6410
B2-104197,2012/10/29 00:00:00+00,9999,"N ANTELOPE VALL,VINE to N 17",INJURY H&R,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,6411
B2-101987,2012/10/23 00:00:00+00,704,"OLD CHENEY,S 25 to S 27",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,6412
B2-101234,2012/10/20 00:00:00+00,1905,"N 26,FAIR to POTTER",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,6413
B2-104210,2012/10/30 00:00:00+00,135,"FOLSOM BYPASS,FOLSOM CONNECTOR to W PROSPECTOR PL",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,NO,NO,6414
B2-101991,2012/10/23 00:00:00+00,740,"CAPITOL PKWY,D to S 27",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,6415
B2-101242,2012/10/20 00:00:00+00,1930,"S 16,OTOE to WOODSVIEW",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6416
B2-104228,2012/10/30 00:00:00+00,715,"S 10,A to WASHINGTON",NON-INJ,SIDE SWIPE,4,0,NO,NO,NO,NO,NO,NO,NO,6417
B2-101992,2012/10/23 00:00:00+00,748,"S 56,FRANKLIN to OLDHAM",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6418
B2-101287,2012/10/20 00:00:00+00,1930,"S 11,H to LINCOLN MALL",INJURY H&R,REAR END,1,1,NO,YES,NO,NO,NO,NO,NO,6419
B2-104232,2012/10/30 00:00:00+00,733,"S 10,A to WASHINGTON",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6420
B2-101993,2012/10/23 00:00:00+00,740,"N 27,T to VINE",NON-INJ H&R,BACKING,2,0,NO,NO,NO,NO,NO,NO,NO,6421
B2-102724,2012/10/25 00:00:00+00,1353,"PINE LAKE,S 45 to BEAVER CREEK LN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6422
B2-104257,,1415,5801 N 33 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,6423
B2-102031,2012/10/23 00:00:00+00,625,"BETHANY PARK,LYNN to W",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6424
B2-101357,2012/10/21 00:00:00+00,117,"S 27,J to K",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,6425
B2-102727,2012/10/25 00:00:00+00,1408,N 84 at CORNHUSKER,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,6426
B2-104299,2012/10/30 00:00:00+00,1323,56 at O,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,6427
B2-102052,2012/10/23 00:00:00+00,1207,"S 48,S COTNER to SUMNER",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,6428
B2-101388,2012/10/21 00:00:00+00,312,2662 CORNHUSKER at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,6429
B2-102740,2012/10/25 00:00:00+00,1501,S 50 at OLD CHENEY,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,6430
B2-104308,2012/10/30 00:00:00+00,9999,"LEWIS,N PARK BLVD to VALE",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6431
B2-102056,2012/10/22 00:00:00+00,630,"SPRUCE,S 48 to S 49",INJURY H&R,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,6432
B2-101443,2012/10/21 00:00:00+00,9999,"N 58,ADAMS to CLEVELAND",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,6433
B2-102744,2012/10/25 00:00:00+00,1505,S 13 & S 14 at L & M,INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,YES,NO,6434
B2-102057,2012/10/23 00:00:00+00,1219,S 16 at D,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,6435
B2-101469,2012/10/21 00:00:00+00,1230,4900 N 26 at ANYTIME FITNESS,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,6436
B2-104318,2012/10/30 00:00:00+00,1408,"SOUTH,S 36 to S 37",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6437
B2-102779,2012/10/25 00:00:00+00,1648,"N 11,BELMONT to CORNHUSKER",INJURY,DRIVEWAY,2,2,NO,NO,NO,NO,NO,YES,NO,6438
B2-102084,2012/10/23 00:00:00+00,1350,"S 17,L to M",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,6439
B2-101476,2012/10/21 00:00:00+00,1330,N 70 at CORNHUSKER,NON-INJ,TURNING,3,0,NO,NO,NO,NO,NO,YES,NO,6440
B2-104319,2012/10/30 00:00:00+00,1420,2201 S 11 at TRABERT HALL,NON-INJ,,2,0,NO,NO,NO,NO,NO,YES,YES,6441
B2-102782,2012/10/25 00:00:00+00,1650,"N 27,FAIRFIELD to KNOX",INJURY,REAR END,2,3,NO,NO,NO,NO,NO,YES,NO,6442
B2-102100,2012/10/23 00:00:00+00,1441,"O,52 to 53",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6443
B2-104330,2012/10/30 00:00:00+00,1442,"O,33 to 34",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,6444
B2-101486,2012/10/21 00:00:00+00,9999,9401 ANDERMATT at SOUTHLAKE VIL,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,6445
B2-102788,2012/10/25 00:00:00+00,1720,S 48 at NORMAL,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,6446
B2-102112,2012/10/23 00:00:00+00,1520,4200 S 27 at SHOPKO,NON-INJ,,2,0,NO,NO,NO,NO,NO,NO,NO,6447
B2-104337,2012/10/30 00:00:00+00,1503,"S 27,NEBR HWY to PICCADILLY",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,6448
B2-101503,2012/10/21 00:00:00+00,1457,"O,24 to 25",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,6449
B2-102806,2012/10/25 00:00:00+00,1755,50 at O,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,6450
B2-102116,2012/10/23 00:00:00+00,1533,"BEL RIDGE,DODGE to SUPERIOR",INJURY,TURNING,1,1,NO,YES,NO,NO,NO,NO,NO,6451
B2-104339,2012/10/29 00:00:00+00,610,S 56 at RANDOLPH,NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,6452
B2-101504,2012/10/21 00:00:00+00,1550,ABEL HALL at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,6453
B2-102808,2012/10/25 00:00:00+00,1800,"CAPITOL PKWY W,S 9 to S FOLSOM",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,6454
B2-102200,2012/10/23 00:00:00+00,1920,S 13 at B,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,NO,NO,6455
B2-104347,2012/10/30 00:00:00+00,1545,"S 27,KUCERA to STOCKWELL",INJURY,REAR END,5,3,NO,NO,NO,NO,NO,NO,NO,6456
B2-102202,2012/10/14 00:00:00+00,9999,"SYCAMORE,CHERRYWOOD to MAPLEWOOD",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6457
B2-101513,2012/10/21 00:00:00+00,9999,"N 32,HOLDREGE to POTTER",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6458
B2-102816,2012/10/25 00:00:00+00,1530,"N 16,U to VINE",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,NO,NO,6459
B2-104348,2012/10/30 00:00:00+00,1540,"S 27,NEBR HWY to PICCADILLY",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,6460
B2-101518,2012/10/20 00:00:00+00,9999,"A,S 21 to S 22",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,6461
B2-102215,2012/10/23 00:00:00+00,2000,48 at O,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,6462
B2-102824,2012/10/25 00:00:00+00,1855,N 56 at VINE,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,6463
B2-104361,2012/10/30 00:00:00+00,1520,"HOLDREGE,N 57 to N 58",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,6464
B2-101522,2012/10/23 00:00:00+00,9999,"RANDOLPH,EASTRIDGE to ROBERT",NON-INJ H&R,UNKNOWN,2,0,NO,NO,NO,NO,NO,NO,NO,6465
B2-102222,2012/10/23 00:00:00+00,2050,"BROADMOORE,FRANKLIN to S BERMUDA",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,6466
B2-104383,2012/10/30 00:00:00+00,1730,"N 84,HOLDREGE to LEXINGTON",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,6467
B2-102829,2012/10/25 00:00:00+00,1925,"O,25 to 26",NON-INJ,HEAD ON,2,0,NO,NO,NO,NO,NO,NO,NO,6468
B2-101525,2012/10/21 00:00:00+00,1650,"SALTILLO,S 25 to CITY LIMITS",INJURY,REAR END,3,1,NO,NO,YES,NO,NO,NO,NO,6469
B2-104387,2012/10/30 00:00:00+00,1738,"S 27,L to M",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6470
B2-102268,2012/10/23 00:00:00+00,2000,6150 O at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,6471
B2-102839,2012/10/25 00:00:00+00,1950,"N 48,O to R",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6472
B2-101549,2012/10/21 00:00:00+00,1750,STATE FAIR PARK at CORNHUSKER,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,6473
B2-104388,2012/10/30 00:00:00+00,1754,"N 11,FURNAS to GARBER",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,6474
B2-102313,2012/10/24 00:00:00+00,801,"S 66,O to TAYLOR PARK",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6475
B2-102840,2012/10/25 00:00:00+00,9999,"SMITH,S 37 to S 38",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6476
B2-101566,2012/10/21 00:00:00+00,1730,"SOUTH,S 15 to S 16",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6477
B2-104404,2012/10/30 00:00:00+00,1445,"SOUTH,S 40 to S 41",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,6478
B2-102319,2012/10/24 00:00:00+00,810,"N 51,HUNTINGTON to WALKER",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,6479
B2-102842,2012/10/25 00:00:00+00,1956,"NORMAL,S 40 to S COTNER",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,6480
B2-101597,2012/10/21 00:00:00+00,2025,"N 26,FAIR to POTTER",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6481
B2-104436,2012/10/30 00:00:00+00,2000,333 N 48 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,6482
B2-102336,2012/10/24 00:00:00+00,904,N 70 at VINE,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,6483
B2-102900,2012/10/26 00:00:00+00,120,8700 ANDERMATT D at WALMART,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,6484
B2-104469,2012/10/30 00:00:00+00,2320,84 at O,INJURY,RIGHT ANGLE,2,3,NO,NO,NO,NO,NO,YES,NO,6485
B2-102364,2012/10/24 00:00:00+00,1140,"S 84,A to S HAZELWOOD",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,6486
B2-102902,2012/10/26 00:00:00+00,111,"N 62,KEARNEY to SEWARD",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6487
B2-104483,2012/10/31 00:00:00+00,18,"D,S 36 to S 37",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,6488
B2-102368,2012/10/24 00:00:00+00,1153,"HOLDREGE,N 57 to N 58",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,6489
B2-101622,2012/10/21 00:00:00+00,2140,1550 S. CODDINGT at RUSS' MARKET,NON-INJ,,2,0,NO,NO,NO,NO,NO,YES,NO,6490
B2-102942,2012/10/26 00:00:00+00,748,NW 38 at W KEARNEY,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,6491
B2-100291,2012/10/17 00:00:00+00,1810,"W WELTER DR,SW SOUKUP DR to SW CRAIGDODGE RD",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6492
B2-104509,2012/10/31 00:00:00+00,9999,1827 J at -,NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,6493
B2-102390,2012/10/24 00:00:00+00,1243,"S 33,J to L",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,6494
B2-101689,2012/10/22 00:00:00+00,714,"PINE LAKE,S 34 to S 38",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,6495
B2-102945,,9999,"N 24,R to S",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6496
B2-104533,2012/10/31 00:00:00+00,735,"VALLEY,S 48 to S 49",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6497
B2-102423,2012/10/24 00:00:00+00,1437,N 16 at P,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,YES,NO,6498
B2-101694,2012/10/22 00:00:00+00,740,RUSSELL at CORNHUSKER,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,6499
B2-102976,2012/10/23 00:00:00+00,732,"S 20,MARLENE DR to PINE LAKE",NON-INJ,RIGHT ANGLE,1,0,NO,YES,NO,NO,NO,NO,NO,6500
B2-104544,2012/10/31 00:00:00+00,908,"S 27,J to K",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,6501
B2-102440,2012/10/24 00:00:00+00,1533,"NEBR HWY,S 27 to PIONEERS",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,6502
B2-101695,2012/10/22 00:00:00+00,744,S 48 at VAN DORN,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,6503
B2-102996,2012/10/26 00:00:00+00,1115,"CORNHUSKER,N 17 to YOLANDE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,6504
B2-104549,2012/10/31 00:00:00+00,900,1401 N at -,NON-INJ H&R,,1,0,NO,NO,NO,NO,NO,YES,NO,6505
B2-102459,2012/10/24 00:00:00+00,1620,N 17 at R,INJURY,TURNING,2,1,NO,NO,YES,NO,NO,NO,NO,6506
B2-100408,2012/10/18 00:00:00+00,739,S 27 at CORONADO,INJURY H&R,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,6507
B2-103406,2012/10/27 00:00:00+00,1400,S 27 at WASHINGTON,INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,6508
B2-101697,2012/10/22 00:00:00+00,748,"OLD CHENEY,S 84 to S 88",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6509
B2-102998,2012/10/26 00:00:00+00,1120,"S 17,EUCLID to HARWOOD",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,6510
B2-102481,2012/10/24 00:00:00+00,1700,"P,N 25 to N 26",INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,6511
B2-104574,2012/10/31 00:00:00+00,845,1313 M at -,INJURY,,2,1,NO,NO,NO,NO,NO,YES,NO,6512
B2-104782,2012/10/31 00:00:00+00,2100,5440 HUNTS at -,NON-INJ H&R,BACKING,1,0,NO,NO,NO,NO,NO,YES,NO,6513
B2-100424,2012/10/18 00:00:00+00,745,"LEWIS,GRANDVIEW to SUPERIOR",INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,6514
B2-103413,2012/10/27 00:00:00+00,1618,"O,42 to 44",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6515
B2-101703,2012/10/22 00:00:00+00,755,"O,84 to CITY LIMITS",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,6516
B2-103003,2012/10/26 00:00:00+00,1100,"O,70 to WEDGEWOOD",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6517
B2-102483,2012/10/24 00:00:00+00,9999,8800 O at SECC,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,6518
B2-103462,2012/10/27 00:00:00+00,1835,"SUPERIOR,N 33 to N 40",INJURY,SIDE SWIPE,2,2,NO,NO,NO,NO,NO,NO,NO,6519
B2-101705,2012/10/22 00:00:00+00,830,"HARWOOD,S 20 to S 22",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,YES,6520
B2-104577,2012/10/31 00:00:00+00,1105,S 9 & S 10 at N & O,NON-INJ H&R,RIGHT ANGLE,1,0,NO,NO,NO,NO,NO,NO,NO,6521
B2-103035,2012/10/26 00:00:00+00,1,"S 19,GARFIELD to WASHINGTON",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,6522
B2-100428,2012/10/18 00:00:00+00,9999,"LARAMIE TR,NW 1 to BRIDGER",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,6523
B2-102497,2012/10/24 00:00:00+00,1751,S 48 at OLD CHENEY,INJURY,TURNING,2,2,NO,NO,YES,NO,NO,NO,NO,6524
B2-100432,2012/10/11 00:00:00+00,9999,"N 26,U to DEAD END",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6525
B2-104586,2012/10/31 00:00:00+00,640,635 J at -,NON-INJ,,1,0,NO,NO,NO,NO,NO,NO,NO,6526
B2-103485,2012/10/27 00:00:00+00,1940,"CAROLYN,BRUCE to EASTRIDGE",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6527
B2-103044,2012/10/26 00:00:00+00,1344,S 17 at WASHINGTON,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,YES,NO,6528
B2-101713,2012/10/22 00:00:00+00,910,S 27 at A,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,6529
B2-100456,2012/10/18 00:00:00+00,1102,"HAVELOCK,N 84 to N 73",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6530
B2-102545,2012/10/24 00:00:00+00,2025,"OLD CHENEY,CLEARVIEW to SALT VALLEY VIEW",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6531
